Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,DateSold,YearSold,Age,Grant
Bentleigh,104 Brewer Rd,4,h,2310000,S,Jellis,2017-09,11.4,3204,3,4,608.5,234,1940,Glen Eira City Council,-37.92205,145.03512,Southern Metropolitan,3/9/2017,2017,77,FALSE
Bentleigh East,26A Bonny St,4,t,1330000,S,Ray,2017-09,13.8,3165,3,2,298.5,213,2014,Glen Eira City Council,-37.93194,145.06062,Southern Metropolitan,3/9/2017,2017,3,TRUE
Bentleigh East,4 Normdale Rd,3,h,1140000,S,Buxton,2017-09,13.8,3165,1,2,594,121,1960,Glen Eira City Council,-37.93067,145.06696,Southern Metropolitan,3/9/2017,2017,57,FALSE
Bentleigh East,45 Tambet St,3,h,1470000,SP,Buxton,2017-09,13.8,3165,2,2,616,154,1960,Glen Eira City Council,-37.91506,145.07121,Southern Metropolitan,3/9/2017,2017,57,FALSE
Berwick,7 Inkerman St,4,h,827000,S,Harcourts,2017-09,35.2,3806,2,2,675,270,2007,Casey City Council,-38.07113,145.34581,Eastern Victoria,3/9/2017,2017,10,TRUE
Berwick,4 Rheanva St,5,h,940000,VB,Kaye,2017-09,35.2,3806,4,2,675,216,1984,Casey City Council,-38.0294,145.3431,Eastern Victoria,3/9/2017,2017,33,FALSE
Berwick,18 Viewgrand Dr,4,h,975000,SP,Harcourts,2017-09,35.2,3806,3,2,675,332,2005,Casey City Council,-38.06508,145.35417,Eastern Victoria,3/9/2017,2017,12,TRUE
Black Rock,20 Iona St,4,h,1950000,PI,hockingstuart,2017-09,17.3,3193,3,2,665,206,1950,Bayside City Council,-37.97359,145.01884,Southern Metropolitan,3/9/2017,2017,67,FALSE
Blackburn,23 Naughton Gr,5,h,1350000,SP,Ray,2017-09,13.4,3130,2,4,696,259,1950,Whitehorse City Council,-37.82893,145.15723,Eastern Metropolitan,3/9/2017,2017,67,FALSE
Blackburn North,15 Merle St,4,h,1375000,S,Jellis,2017-09,13.4,3130,1,3,757,150,1968,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,3/9/2017,2017,49,FALSE
Box Hill,6 Parkside Av,2,h,1820000,SP,Buxton,2017-09,10.9,3128,1,2,701,94,1940,Whitehorse City Council,-37.82756,145.11897,Eastern Metropolitan,3/9/2017,2017,77,FALSE
Brighton East,9 Berkeley Gr,4,h,2515000,S,Marshall,2017-09,10.3,3187,2,2,583,323,1925,Bayside City Council,-37.90953,145.0155,Southern Metropolitan,3/9/2017,2017,92,FALSE
Brunswick,39 Wilkinson St,2,h,800000,VB,hockingstuart,2017-09,5.2,3056,1,0,140,90,1890,Moreland City Council,-37.76806,144.9598,Northern Metropolitan,3/9/2017,2017,127,FALSE
Brunswick East,18 Ethel St,2,h,1023000,S,Domain,2017-09,4,3057,1,1,154,76,1890,Moreland City Council,-37.77221,144.97537,Northern Metropolitan,3/9/2017,2017,127,FALSE
Bulleen,3/9 Amberley Ct,3,u,820000,PI,Parkes,2017-09,10.8,3105,2,2,306,122,2008,Manningham City Council,-37.78045,145.10038,Eastern Metropolitan,3/9/2017,2017,9,TRUE
Bundoora,30 Glenn Cr,3,h,680000,S,Ray,2017-09,12.1,3083,1,2,532,106,1977,Banyule City Council,-37.69669,145.04515,Northern Metropolitan,3/9/2017,2017,40,FALSE
Bundoora,280 Greenhills Rd,3,h,670000,S,Barry,2017-09,12.1,3083,1,2,557,113,1960,Banyule City Council,-37.69282,145.04387,Northern Metropolitan,3/9/2017,2017,57,FALSE
Bundoora,22 Moreton Cr,3,h,814000,S,Barry,2017-09,12.1,3083,1,2,542,0,1970,Banyule City Council,-37.70861,145.05691,Northern Metropolitan,3/9/2017,2017,47,FALSE
Bundoora,1188 Plenty Rd,3,h,715000,SP,Stockdale,2017-09,12.1,3083,1,1,541,120,1960,Banyule City Council,-37.70603,145.05423,Northern Metropolitan,3/9/2017,2017,57,FALSE
Burnside Heights,15 Cunningham Ch,4,h,580000,SP,HAR,2017-09,14.8,3023,2,2,445.5,162,2010,Melton City Council,-37.73438,144.76265,Western Metropolitan,3/9/2017,2017,7,TRUE
Camberwell,1/10 Lesley St,4,t,1850000,VB,Jellis,2017-09,7.7,3124,2,2,206.5,260,2010,Boroondara City Council,-37.84612,145.09485,Southern Metropolitan,3/9/2017,2017,7,TRUE
Camberwell,116 Rowell Av,3,t,1600000,PI,Marshall,2017-09,7.7,3124,2,1,206.5,191.5,1996,Boroondara City Council,-37.84514,145.05953,Southern Metropolitan,3/9/2017,2017,21,TRUE
Camberwell,3/25 Thomas St,2,u,692500,S,Noel,2017-09,7.7,3124,1,1,145,72,1970,Boroondara City Council,-37.84197,145.09374,Southern Metropolitan,3/9/2017,2017,47,FALSE
Carlton North,521 Canning St,2,h,1520000,PI,Woodards,2017-09,3.5,3054,1,1,193,106,1900,Melbourne City Council,-37.78406,144.97494,Northern Metropolitan,3/9/2017,2017,117,FALSE
Carnegie,2/3 Milton St,3,h,1333000,S,Gary,2017-09,10.1,3163,2,2,559,128,2014,Glen Eira City Council,-37.88626,145.0499,Southern Metropolitan,3/9/2017,2017,3,TRUE
Caulfield East,24 Clifton St,4,h,1609000,S,Gary,2017-09,8.4,3145,2,2,664,155,1900,Glen Eira City Council,-37.88376,145.04476,Southern Metropolitan,3/9/2017,2017,117,FALSE
Caulfield East,14 Lloyds Av,4,t,985000,S,Besser,2017-09,8.4,3145,2,2,291.5,169,2000,Glen Eira City Council,-37.88605,145.04469,Southern Metropolitan,3/9/2017,2017,17,TRUE
Cheltenham,4 Warren Rd,3,h,1295000,S,O'Brien,2017-09,17.9,3192,2,2,657,195,1958,Bayside City Council,-37.95499,145.06775,Southern Metropolitan,3/9/2017,2017,59,FALSE
Clayton,68 Margaret St,3,h,1238888,SP,Ray,2017-09,16.7,3168,1,1,730,128,1955,Monash City Council,-37.91739,145.11773,South-Eastern Metropolitan,3/9/2017,2017,62,FALSE
Clayton South,2/21 Oakes Av,2,u,575000,SP,Buxton,2017-09,17.5,3169,1,2,914,89,1970,Kingston City Council,-37.93524,145.1306,South-Eastern Metropolitan,3/9/2017,2017,47,FALSE
Clifton Hill,34 Fenwick St,3,h,1436000,S,Jellis,2017-09,3.6,3068,2,1,123,128,1990,Yarra City Council,-37.78888,145.00036,Northern Metropolitan,3/9/2017,2017,27,TRUE
Coburg,16 Industry La,2,t,685000,SP,Brad,2017-09,6.7,3058,2,1,127,97,2008,Darebin City Council,-37.73673,144.97013,Northern Metropolitan,3/9/2017,2017,9,TRUE
Coburg,2/25 Liverpool St,2,h,550000,VB,Jellis,2017-09,6.7,3058,1,1,395,86,1960,Darebin City Council,-37.74547,144.95223,Northern Metropolitan,3/9/2017,2017,57,FALSE
Coburg,87 Phillips St,3,h,1210000,S,McDonald,2017-09,6.7,3058,1,4,460,141,1920,Darebin City Council,-37.74513,144.95458,Northern Metropolitan,3/9/2017,2017,97,FALSE
Coburg,60 Woiwurung Cr,2,t,631000,S,Brad,2017-09,6.7,3058,2,1,1965,103,2000,Darebin City Council,-37.73615,144.97455,Northern Metropolitan,3/9/2017,2017,17,TRUE
Coolaroo,3 Thorpdale Av,3,h,457000,S,YPA,2017-09,17.4,3048,1,2,551,118,1975,Hume City Council,-37.65532,144.93393,Northern Metropolitan,3/9/2017,2017,42,FALSE
Craigieburn,29 Abercarn Av,4,h,560000,VB,YPA,2017-09,20.6,3064,2,1,484,195,1985,Hume City Council,-37.61099,144.93901,Northern Metropolitan,3/9/2017,2017,32,FALSE
Craigieburn,17 Pinnacle Dr,3,h,497500,S,Ray,2017-09,20.6,3064,2,2,484,154,2010,Hume City Council,-37.57095,144.92584,Northern Metropolitan,3/9/2017,2017,7,TRUE
Croydon,1/29 Haig St,3,u,640000,SP,McGrath,2017-09,23,3136,1,2,397,203,1930,Maroondah City Council,-37.79348,145.2872,Eastern Metropolitan,3/9/2017,2017,87,FALSE
Croydon,34 Ruskin Av,4,h,730000,VB,Fletchers,2017-09,23,3136,2,2,655,184,1965,Maroondah City Council,-37.79725,145.29651,Eastern Metropolitan,3/9/2017,2017,52,FALSE
Croydon Hills,4 Merrill Cr,3,h,790000,S,Hoskins,2017-09,23,3136,2,2,659,131,1987,Maroondah City Council,-37.77473,145.26256,Eastern Metropolitan,3/9/2017,2017,30,TRUE
Croydon Hills,49 Waterview Ct,4,h,1000000,SP,buyMyplace,2017-09,23,3136,3,4,731,246,1988,Maroondah City Council,-37.76824,145.26384,Eastern Metropolitan,3/9/2017,2017,29,TRUE
Croydon North,4 Selby Ct,3,h,857000,S,Philip,2017-09,23,3136,2,1,1007,250,1980,Maroondah City Council,-37.76653,145.29163,Eastern Metropolitan,3/9/2017,2017,37,FALSE
Dallas,8 Echuca St,3,h,477000,S,YPA,2017-09,14,3047,1,1,627,97,1960,Hume City Council,-37.66781,144.93809,Northern Metropolitan,3/9/2017,2017,57,FALSE
Dandenong,19 Ross St,3,h,510000,S,McLennan,2017-09,24.7,3175,2,1,673,125,1995,Greater Dandenong City Council,-37.98096,145.22621,South-Eastern Metropolitan,3/9/2017,2017,22,TRUE
Dandenong North,86 McFees Rd,3,h,585000,S,YPA,2017-09,24.7,3175,1,1,570,90,1960,Greater Dandenong City Council,-37.96415,145.21441,South-Eastern Metropolitan,3/9/2017,2017,57,FALSE
Derrimut,3 Berkeley Cr,4,h,850000,S,Stockdale,2017-09,14.7,3030,2,4,528,313,2010,Brimbank City Council,-37.79358,144.76327,Western Metropolitan,3/9/2017,2017,7,TRUE
Diamond Creek,17 Wentworth Cl,4,h,950000,SP,Barry,2017-09,21.8,3089,2,2,879,235,1995,Nillumbik Shire Council,-37.68001,145.16,Northern Victoria,3/9/2017,2017,22,TRUE
Doncaster,7 Ambrose St,4,h,1375000,S,Barry,2017-09,12.4,3108,2,3,652,218,1970,Manningham City Council,-37.78145,145.13598,Eastern Metropolitan,3/9/2017,2017,47,FALSE
Doncaster,60 High St,4,h,1275000,VB,Jellis,2017-09,12.4,3108,2,2,681,248,1975,Manningham City Council,-37.7832,145.10931,Eastern Metropolitan,3/9/2017,2017,42,FALSE
Doncaster East,1/13 Baratta St,3,h,1050000,PI,Barry,2017-09,14.3,3109,2,2,659.5,136,2007,Manningham City Council,-37.79694,145.15304,Eastern Metropolitan,3/9/2017,2017,10,TRUE
Doncaster East,50A Cassowary St,4,t,1175000,S,Barry,2017-09,14.3,3109,2,2,723,235,2009,Manningham City Council,-37.79545,145.15372,Eastern Metropolitan,3/9/2017,2017,8,TRUE
Doncaster East,58 Devon Dr,3,h,937000,S,Barry,2017-09,14.3,3109,1,2,659.5,112,1960,Manningham City Council,-37.79542,145.15579,Eastern Metropolitan,3/9/2017,2017,57,FALSE
Doncaster East,1/6 Ellin St,3,u,800000,SP,McGrath,2017-09,14.3,3109,1,2,215.5,143.5,1975,Manningham City Council,-37.79484,145.16588,Eastern Metropolitan,3/9/2017,2017,42,FALSE
Doncaster East,28 Highfield Rd,3,h,1381000,S,Ray,2017-09,14.3,3109,2,1,646,170,1975,Manningham City Council,-37.78758,145.16792,Eastern Metropolitan,3/9/2017,2017,42,FALSE
Doncaster East,34 Roger St,3,h,1701000,S,Barry,2017-09,14.3,3109,1,2,659.5,132,1970,Manningham City Council,-37.79324,145.15695,Eastern Metropolitan,3/9/2017,2017,47,FALSE
Doveton,3 Cedar St,3,h,500500,S,Boutique,2017-09,28.8,3177,1,2,587,87,1950,Casey City Council,-37.99177,145.23669,South-Eastern Metropolitan,3/9/2017,2017,67,FALSE
Elwood,1/4 Southey Ct,2,u,670000,VB,Chisholm,2017-09,7.2,3184,1,0,643,71,1950,Port Phillip City Council,-37.87571,144.98702,Southern Metropolitan,3/9/2017,2017,67,FALSE
Endeavour Hills,68 Scotsburn Wy,3,h,613000,S,Fletchers,2017-09,28.5,3802,1,2,669,97,1975,Casey City Council,-37.97058,145.26699,South-Eastern Metropolitan,3/9/2017,2017,42,FALSE
Epping,5 Thredbo Ct,3,h,582000,S,Ray,2017-09,19.6,3076,1,2,536,110,1980,Whittlesea City Council,-37.6494,145.04147,Northern Metropolitan,3/9/2017,2017,37,FALSE
Essendon,19 Alfred Rd,4,h,1620000,PI,Nelson,2017-09,7.5,3040,1,1,565,167,1970,Moonee Valley City Council,-37.74422,144.92408,Western Metropolitan,3/9/2017,2017,47,FALSE
Essendon,3/1 Cameron Rd,4,t,1185000,S,Barry,2017-09,7.5,3040,3,1,205,168,2010,Moonee Valley City Council,-37.74588,144.927,Western Metropolitan,3/9/2017,2017,7,TRUE
Essendon,24 Fletcher St,4,h,2100000,VB,Nelson,2017-09,7.5,3040,2,3,920,256,1990,Moonee Valley City Council,-37.7554,144.92351,Western Metropolitan,3/9/2017,2017,27,TRUE
Essendon North,32A Birdwood St,3,h,1260000,S,Nelson,2017-09,8.2,3041,2,2,400,215,2013,Moonee Valley City Council,-37.73618,144.89709,Western Metropolitan,3/9/2017,2017,4,TRUE
Essendon North,89a Kerferd St,3,u,801000,S,Nelson,2017-09,8.2,3041,2,1,256,125,2000,Moonee Valley City Council,-37.73594,144.89929,Western Metropolitan,3/9/2017,2017,17,TRUE
Fairfield,103 Arthur St,3,h,1492000,S,Nelson,2017-09,5.7,3078,2,1,292,117,1930,Darebin City Council,-37.77788,145.01964,Northern Metropolitan,3/9/2017,2017,87,FALSE
Fairfield,8/88 Rathmines St,2,u,746500,S,Nelson,2017-09,5.7,3078,1,2,0,73,2012,Darebin City Council,-37.77703,145.01593,Northern Metropolitan,3/9/2017,2017,5,TRUE
Fawkner,5A Edward St,2,t,515000,SP,Alexkarbon,2017-09,13.1,3060,1,2,177,84,2013,Hume City Council,-37.70982,144.96397,Northern Metropolitan,3/9/2017,2017,4,TRUE
Ferntree Gully,2 Kya Cl,3,h,760000,S,Barry,2017-09,24.8,3156,1,2,944,104,1981,Knox City Council,-37.87558,145.27197,Eastern Metropolitan,3/9/2017,2017,36,FALSE
Fitzroy,130 Gore St,3,h,2300000,S,Jellis,2017-09,2.1,3065,2,1,203,163,1890,Yarra City Council,-37.80475,144.98228,Northern Metropolitan,3/9/2017,2017,127,FALSE
Fitzroy,101/150 Kerr St,2,u,630000,S,Purplebricks,2017-09,2.1,3065,1,1,0,63,2011,Yarra City Council,-37.79708,144.98042,Northern Metropolitan,3/9/2017,2017,6,TRUE
Footscray,703/250 Barkly St,2,u,410000,SP,Jas,2017-09,5.1,3011,1,1,0,95,2007,Maribyrnong City Council,-37.79919,144.89607,Western Metropolitan,3/9/2017,2017,10,TRUE
Footscray,69 Creswick St,2,h,978000,SP,Jas,2017-09,5.1,3011,1,1,260,111,1900,Maribyrnong City Council,-37.79617,144.89116,Western Metropolitan,3/9/2017,2017,117,FALSE
Footscray,9/155 Gordon St,3,u,460000,SA,Hodges,2017-09,5.1,3011,1,1,0,80,2010,Maribyrnong City Council,-37.79643,144.88878,Western Metropolitan,3/9/2017,2017,7,TRUE
Footscray,20 Hocking St,3,h,810000,SP,Jas,2017-09,5.1,3011,2,2,121,106,2014,Maribyrnong City Council,-37.79949,144.88487,Western Metropolitan,3/9/2017,2017,3,TRUE
Forest Hill,11 Heathcote Dr,2,u,730000,SP,Noel,2017-09,15.4,3131,1,1,296,296,1998,Whitehorse City Council,-37.83633,145.16873,Eastern Metropolitan,3/9/2017,2017,19,TRUE
Frankston,19 Birdwood St,3,h,770000,S,hockingstuart,2017-09,38,3199,1,1,622,147,1940,Frankston City Council,-38.14784,145.13143,South-Eastern Metropolitan,3/9/2017,2017,77,FALSE
Frankston,4 Eton Ct,4,h,695000,S,Ray,2017-09,38,3199,1,3,713,109,1950,Frankston City Council,-38.15675,145.12707,South-Eastern Metropolitan,3/9/2017,2017,67,FALSE
Frankston,3/28 Lewis St,2,u,335250,SP,O'Brien,2017-09,38,3199,1,1,0,75,1972,Frankston City Council,-38.1393,145.12976,South-Eastern Metropolitan,3/9/2017,2017,45,FALSE
Frankston South,3 Diosma Ct,3,h,1155000,S,hockingstuart,2017-09,38,3199,2,2,2405,242,1980,Frankston City Council,-38.16457,145.12421,South-Eastern Metropolitan,3/9/2017,2017,37,FALSE
Frankston South,30 Grange Rd,4,h,1905000,S,Eview,2017-09,38,3199,2,2,1471,180,1960,Frankston City Council,-38.15984,145.10884,South-Eastern Metropolitan,3/9/2017,2017,57,FALSE
Gladstone Park,3 Dava Ct,4,h,670000,S,Barry,2017-09,12.9,3043,2,2,729,135,1980,Hume City Council,-37.6927,144.89395,Western Metropolitan,3/9/2017,2017,37,FALSE
Gladstone Park,14 Snaefell Cr,4,h,670000,VB,Barry,2017-09,12.9,3043,2,3,213,156,1970,Hume City Council,-37.68247,144.88446,Western Metropolitan,3/9/2017,2017,47,FALSE
Glen Iris,25A Beryl St,3,h,1300000,VB,Marshall,2017-09,7.3,3146,2,2,400,170,1900,Boroondara City Council,-37.85223,145.08676,Southern Metropolitan,3/9/2017,2017,117,FALSE
Glen Iris,4/5 Leopold St,2,u,782500,S,Marshall,2017-09,7.3,3146,2,1,31.5,73.5,1965,Boroondara City Council,-37.85909,145.04219,Southern Metropolitan,3/9/2017,2017,52,FALSE
Glen Iris,15 Seaton St,3,h,2152500,S,Marshall,2017-09,7.3,3146,2,2,656,190.5,1930,Boroondara City Council,-37.86521,145.07034,Southern Metropolitan,3/9/2017,2017,87,FALSE
Glenroy,19 Cromwell St,4,h,835000,S,Barry,2017-09,11.2,3046,1,3,649,122,1960,Moreland City Council,-37.7022,144.92241,Northern Metropolitan,3/9/2017,2017,57,FALSE
Glenroy,129 Glenroy Rd,3,h,830000,S,Nelson,2017-09,11.2,3046,1,2,655,110,1960,Moreland City Council,-37.70608,144.92541,Northern Metropolitan,3/9/2017,2017,57,FALSE
Glenroy,49 Hubert Av,3,h,815000,PI,Barry,2017-09,11.2,3046,1,3,760,130,1960,Moreland City Council,-37.70189,144.93294,Northern Metropolitan,3/9/2017,2017,57,FALSE
Glenroy,133 Morell St,3,h,780000,SP,Stockdale,2017-09,11.2,3046,1,3,618,116,1960,Moreland City Council,-37.69836,144.93891,Northern Metropolitan,3/9/2017,2017,57,FALSE
Gowanbrae,4/74 Rutherglen Cr,4,h,635000,SP,Stockdale,2017-09,12.9,3043,2,2,2679,4,2005,Moreland City Council,-37.70207,144.89805,Western Metropolitan,3/9/2017,2017,12,TRUE
Greensborough,1/16 Willis St,3,h,895000,S,Darren,2017-09,16.1,3088,2,1,666.5,145,1940,Banyule City Council,-37.69809,145.11523,Northern Metropolitan,3/9/2017,2017,77,FALSE
Greenvale,35 Hermitage Dr,4,h,797000,S,Barry,2017-09,20.4,3059,2,2,1057,195,1995,Hume City Council,-37.65467,144.9035,Northern Metropolitan,3/9/2017,2017,22,TRUE
Hampton,5/522 Bluff Rd,2,u,543500,S,Ray,2017-09,13.8,3188,1,2,128,73,1990,Bayside City Council,-37.93622,145.0243,Southern Metropolitan,3/9/2017,2017,27,TRUE
Hampton,43 Myrtle Rd,4,h,2499000,S,Marshall,2017-09,13.8,3188,2,2,662,240,2014,Bayside City Council,-37.94165,145.0157,Southern Metropolitan,3/9/2017,2017,3,TRUE
Hampton,32 Retreat Rd,4,h,1900000,VB,Marshall,2017-09,13.8,3188,3,2,699,228,1985,Bayside City Council,-37.94088,145.0145,Southern Metropolitan,3/9/2017,2017,32,FALSE
Hawthorn,4/8 Berkeley St,3,t,1250000,PI,Kay,2017-09,5.3,3122,2,2,191,130,1965,Boroondara City Council,-37.83009,145.03614,Southern Metropolitan,3/9/2017,2017,52,FALSE
Heidelberg Heights,1/43 Outhwaite Rd,3,t,685000,S,Ray,2017-09,8.8,3081,1,1,196.5,107,2004,Banyule City Council,-37.74007,145.05514,Eastern Metropolitan,3/9/2017,2017,13,TRUE
Highett,2/42 Graham Rd,2,u,604000,S,Buxton,2017-09,16,3190,1,1,130,100,2013,Bayside City Council,-37.9512,145.04171,Southern Metropolitan,3/9/2017,2017,4,TRUE
Highett,1/13 Muir St,2,u,687500,SP,Thomson,2017-09,16,3190,1,1,130,100,1960,Bayside City Council,-37.94487,145.03548,Southern Metropolitan,3/9/2017,2017,57,FALSE
Highett,3/1185 Nepean Hwy,3,t,864000,S,O'Brien,2017-09,16,3190,1,2,254.5,110,1990,Bayside City Council,-37.95362,145.05013,Southern Metropolitan,3/9/2017,2017,27,TRUE
Hillside,44 Jade Wy,3,h,600500,S,Barry,2017-09,18,3037,3,2,666,187,2004,Brimbank City Council,-37.70404,144.74331,Western Metropolitan,3/9/2017,2017,13,TRUE
Hoppers Crossing,16 Dona Dr,3,h,515500,SP,Purplebricks,2017-09,18.4,3029,2,2,578,145,1990,Wyndham City Council,-37.86235,144.71312,Western Metropolitan,3/9/2017,2017,27,TRUE
Hoppers Crossing,17 Hunter Av,3,h,500000,PI,Triwest,2017-09,18.4,3029,2,2,578,123,1986,Wyndham City Council,-37.86963,144.68812,Western Metropolitan,3/9/2017,2017,31,FALSE
Kealba,2 Stewart Cl,5,h,750000,SP,Brad,2017-09,14,3021,2,4,647,207,1983,Brimbank City Council,-37.73726,144.82998,Western Metropolitan,3/9/2017,2017,34,FALSE
Keilor East,4A Susan Ct,3,h,870000,VB,Nelson,2017-09,11.7,3033,2,1,566.5,180,2010,Brimbank City Council,-37.73124,144.8724,Western Metropolitan,3/9/2017,2017,7,TRUE
Kensington,49 Epsom Rd,2,h,950000,S,Edward,2017-09,3.4,3031,1,1,197,101,1910,Melbourne City Council,-37.79207,144.92547,Northern Metropolitan,3/9/2017,2017,107,FALSE
Kensington,23 Gardner La,1,t,535000,S,Alexkarbon,2017-09,3.4,3031,1,1,101.5,68,1997,Melbourne City Council,-37.79225,144.92229,Northern Metropolitan,3/9/2017,2017,20,TRUE
Kew,57 Derby St,4,h,1690000,S,Nelson,2017-09,5.4,3101,2,4,350,168,1900,Boroondara City Council,-37.80127,145.03733,Southern Metropolitan,3/9/2017,2017,117,FALSE
Kew East,9 Tanner Av,4,h,1600000,VB,Noel,2017-09,7.3,3102,2,2,12300,200,1940,Boroondara City Council,-37.79459,145.03921,Southern Metropolitan,3/9/2017,2017,77,FALSE
Kew East,2/68 Westbrook St,3,t,1020000,VB,Jellis,2017-09,7.3,3102,2,2,284,176,1992,Boroondara City Council,-37.79356,145.05364,Southern Metropolitan,3/9/2017,2017,25,TRUE
Kilsyth,114 Lomond Av,3,h,762000,S,Barry,2017-09,26,3137,1,1,862,105,1970,Maroondah City Council,-37.79737,145.31847,Eastern Metropolitan,3/9/2017,2017,47,FALSE
Kingsville,74 Wales St,3,h,1140000,S,Jas,2017-09,6.4,3012,1,1,275,76,1920,Maribyrnong City Council,-37.80981,144.8796,Western Metropolitan,3/9/2017,2017,97,FALSE
Maidstone,2/9 Havelock St,3,t,722000,S,Biggin,2017-09,6.4,3012,2,2,147,125,2015,Maribyrnong City Council,-37.78538,144.87959,Western Metropolitan,3/9/2017,2017,2,TRUE
Maribyrnong,6 Adori Pl,3,h,983000,S,Biggin,2017-09,4.3,3032,2,2,359,185,2008,Maribyrnong City Council,-37.78606,144.88459,Western Metropolitan,3/9/2017,2017,9,TRUE
Maribyrnong,16 Navy Cl,3,t,855000,S,Nelson,2017-09,4.3,3032,2,2,85,121.5,2004,Maribyrnong City Council,-37.76482,144.88661,Western Metropolitan,3/9/2017,2017,13,TRUE
Meadow Heights,9 Hibiscus Cl,3,h,482000,S,Nelson,2017-09,17.4,3048,2,2,452,140,1992,Hume City Council,-37.64023,144.91399,Northern Metropolitan,3/9/2017,2017,25,TRUE
Meadow Heights,1/47 Shankland Bvd,3,h,390000,SP,Morrison,2017-09,17.4,3048,2,2,642,112,1980,Hume City Council,-37.64714,144.92237,Northern Metropolitan,3/9/2017,2017,37,FALSE
Melbourne,3/114 Hardware St,2,u,520000,VB,MICM,2017-09,0,3000,1,1,0,67,1989,Melbourne City Council,-37.81205,144.96064,Northern Metropolitan,3/9/2017,2017,28,TRUE
Melton,20 Perry Cl,3,h,430000,S,hockingstuart,2017-09,31.7,3337,1,2,583,103,1980,Melton City Council,-37.68146,144.57106,Western Victoria,3/9/2017,2017,37,FALSE
Melton West,30 Borrowdale Rd,3,h,438000,S,YPA,2017-09,31.7,3337,2,2,575,172,2016,Melton City Council,-37.66745,144.55857,Northern Victoria,3/9/2017,2017,1,TRUE
Mentone,14 Glengala Ct,4,h,900000,PI,Hodges,2017-09,20,3194,2,2,530,216,1980,Kingston City Council,-37.98368,145.09237,South-Eastern Metropolitan,3/9/2017,2017,37,FALSE
Mentone,9 Glengala Ct,3,h,960500,S,Buxton,2017-09,20,3194,2,2,535,132,1985,Kingston City Council,-37.98329,145.0918,South-Eastern Metropolitan,3/9/2017,2017,32,FALSE
Mentone,108 Oak Av,3,t,840000,S,Obrien,2017-09,20,3194,2,2,163,154,2012,Kingston City Council,-37.97459,145.06937,South-Eastern Metropolitan,3/9/2017,2017,5,TRUE
Mernda,8 Kernaghan Dr,4,h,570000,S,Ray,2017-09,25.9,3754,2,2,460,195,2008,Whittlesea City Council,-37.58846,145.09518,Northern Metropolitan,3/9/2017,2017,9,TRUE
Mitcham,11 Glen Rd,3,h,1041000,S,Fletchers,2017-09,17.2,3132,2,1,639,160,1955,Whitehorse City Council,-37.8108,145.1964,Eastern Metropolitan,3/9/2017,2017,62,FALSE
Mont Albert,201/766 Whitehorse Rd,2,u,620000,VB,Fletchers,2017-09,10.2,3127,1,2,0,102,2011,Boroondara City Council,-37.81667,145.11183,Eastern Metropolitan,3/9/2017,2017,6,TRUE
Moonee Ponds,3/22 Grandison St,2,u,450000,S,O'Brien,2017-09,6.2,3039,1,1,0,64,1980,Moonee Valley City Council,-37.76044,144.91901,Western Metropolitan,3/9/2017,2017,37,FALSE
Moonee Ponds,86 Waverley St,3,h,1210000,PI,Sweeney,2017-09,6.2,3039,2,0,411,114,1915,Moonee Valley City Council,-37.76285,144.90575,Western Metropolitan,3/9/2017,2017,102,FALSE
Mulgrave,3 Doull Ct,3,t,650000,S,Ray,2017-09,18.8,3170,2,1,145,129,2015,Monash City Council,-37.93211,145.18955,South-Eastern Metropolitan,3/9/2017,2017,2,TRUE
Mulgrave,63 Haverbrack Dr,4,h,1105000,S,Ray,2017-09,18.8,3170,3,2,650,224,1985,Monash City Council,-37.92979,145.2036,South-Eastern Metropolitan,3/9/2017,2017,32,FALSE
Mulgrave,20 Richmond Cct,3,h,755000,S,Ray,2017-09,18.8,3170,2,1,652.5,118,2011,Monash City Council,-37.93365,145.19273,South-Eastern Metropolitan,3/9/2017,2017,6,TRUE
Murrumbeena,2/26 Melbourne St,2,u,515500,S,Thomson,2017-09,10.1,3163,1,1,161,83,1996,Glen Eira City Council,-37.88887,145.06732,Southern Metropolitan,3/9/2017,2017,21,TRUE
Narre Warren,9 Argus Ct,4,h,761000,S,Just,2017-09,34.1,3805,3,4,709.5,306,1997,Casey City Council,-38.03959,145.30791,South-Eastern Metropolitan,3/9/2017,2017,20,TRUE
New Gisborne,28 Dalray Cr,4,h,690000,S,Raine,2017-09,48.1,3438,2,2,1374.5,175,2002,Macedon Ranges Shire Council,-37.46659,144.60241,Northern Victoria,3/9/2017,2017,15,TRUE
Newport,88 Maddox Rd,4,t,940000,SP,Greg,2017-09,6.2,3015,2,2,510,196,2016,Hobsons Bay City Council,-37.84815,144.86866,Western Metropolitan,3/9/2017,2017,1,TRUE
Newport,25 Mirls St,4,h,1630000,S,Williams,2017-09,6.2,3015,2,3,357.5,169,1915,Hobsons Bay City Council,-37.84405,144.87937,Western Metropolitan,3/9/2017,2017,102,FALSE
Niddrie,36 Shaw St,2,h,1300000,PI,Barry,2017-09,10.4,3042,1,1,650,380,2016,Moonee Valley City Council,-37.74016,144.88805,Western Metropolitan,3/9/2017,2017,1,TRUE
